,cell_type,regulon,Z
4982,Trm-Prog1_ZNF683,Regulon(TRIM28(+)),0.10278884424390257
1428,Tc17_CEBPD,Regulon(SETDB1(+)),0.1026891332690597
1459,Tc17_CEBPD,Regulon(TBP(+)),0.10263969849159699
3756,Trm-Exh2_CXCL13,Regulon(RUNX1(+)),0.10262498271467546
93,Cycling-G2/M_TOP2A,Regulon(FOXO1(+)),0.10253407980481129
876,IRG_ISG15,Regulon(FOXP4(+)),0.10240422820068855
5607,Trm1_GZMH,Regulon(KLF8(+)),0.10236293708271182
781,IRG_ISG15,Regulon(ARNT2(+)),0.10226133597608968
4652,Trm-Exh4_TOX2,Regulon(ZNF611(+)),0.10224537184561294
1481,Tc17_CEBPD,Regulon(TRIM28(+)),0.10221304707978317
1379,Tc17_CEBPD,Regulon(NR3C2(+)),0.10216372218131634
5403,Trm-Prog2_XCL1,Regulon(ZNF263(+)),0.10194586788308473
2881,Treg_FOXP3,Regulon(KLF5(+)),0.10189964189536045
2090,Tcm2_IL7R,Regulon(JDP2(+)),0.10189450331113314
4674,Trm-Prog1_ZNF683,Regulon(ATF1(+)),0.10185406787336945
5343,Trm-Prog2_XCL1,Regulon(STAT2(+)),0.10165283637308906
843,IRG_ISG15,Regulon(EMX1(+)),0.10161806051492289
1952,Tcm2_IL7R,Regulon(ATF3(+)),0.10122938734296633
4066,Trm-Exh3_CCL4,Regulon(MEIS1(+)),0.1010080957366534
5493,Trm1_GZMH,Regulon(DEAF1(+)),0.10085504601235734
3477,Trm-Exh1_VCAM1,Regulon(ZNF513(+)),0.10077611794792785
4759,Trm-Prog1_ZNF683,Regulon(FOXN2(+)),0.1007381458349596
5676,Trm1_GZMH,Regulon(POU5F1(+)),0.10068373032164522
5613,Trm1_GZMH,Regulon(MAFB(+)),0.10067559793703601
2612,Tem_GNLY,Regulon(SP3(+)),0.1004867331240273
2838,Treg_FOXP3,Regulon(HINFP(+)),0.10036243098025643
3053,Treg_FOXP3,Regulon(ZFP3(+)),0.1003399531025716
1981,Tcm2_IL7R,Regulon(CREB3(+)),0.1002719519237583
1274,Tc17_CEBPD,Regulon(GTF3C2(+)),0.10019777697970592
4009,Trm-Exh3_CCL4,Regulon(HMGA1(+)),0.10013170071575286
2869,Treg_FOXP3,Regulon(JUN(+)),0.10011508309222959
4511,Trm-Exh4_TOX2,Regulon(POU6F1(+)),0.10007437236766983
2150,Tcm2_IL7R,Regulon(NPAS2(+)),0.10005079766545236
